Source apportionment for 150 cities
commit BD handover version 23 March 2020
emissions cdf = ../20210325_SRR/1_base_emissions/BCemis_emepV434_camsV42_pm25_no2_o3.nc
concentrations cdf = ../20210325_SRR/2_base_concentrations/BCconc_emepV434_camsv42_SURF_ug_PM25_rh50.nc
model folder = ../20210325_SRR/3_source_receptors/SR_SURF_ug_PM25_rh50.nc
model;pollutant;target;source;snap;precursor;potential;relative_potential;potency;target_conc_basecase;delta_conc;DE
sherpa_camsV42;PM25;Cardiff;UK_International;3;PPM;2.801641e-02;4.415719e-01;2.807184e-08;6.344700e+00;1.400821e-02;4.990128e+05
sherpa_camsV42;PM25;Cardiff;UK_International;3;SOx;2.186270e-02;3.445820e-01;1.684336e-08;6.344700e+00;1.093135e-02;6.490004e+05
sherpa_camsV42;PM25;Cardiff;UK_International;4;NH3;7.160168e-06;1.128527e-04;1.660143e-09;6.344700e+00;3.580084e-06;2.156491e+03
sherpa_camsV42;PM25;Cardiff;UK_International;4;NMVOC;-2.402988e-03;-3.787394e-02;-3.455741e-09;6.344700e+00;-1.201494e-03;3.476806e+05
sherpa_camsV42;PM25;Cardiff;UK_International;4;NOx;3.607706e-04;5.686172e-03;2.589324e-08;6.344700e+00;1.803853e-04;6.966501e+03
sherpa_camsV42;PM25;Cardiff;UK_International;4;PPM;2.595325e-04;4.090541e-03;5.150354e-08;6.344700e+00;1.297663e-04;2.519560e+03
sherpa_camsV42;PM25;Cardiff;UK_International;4;SOx;1.930245e-03;3.042295e-02;8.795079e-08;6.344700e+00;9.651224e-04;1.097344e+04
sherpa_camsV42;PM25;Cardiff;UK_International;5;NH3;7.911933e-03;1.247014e-01;5.351797e-07;6.344700e+00;3.955966e-03;7.391846e+03
sherpa_camsV42;PM25;Cardiff;UK_International;5;NMVOC;-8.637018e-03;-1.361296e-01;-2.679741e-09;6.344700e+00;-4.318509e-03;1.611539e+06
sherpa_camsV42;PM25;Cardiff;UK_International;5;NOx;3.038960e-04;4.789762e-03;7.258917e-08;6.344700e+00;1.519480e-04;2.093260e+03
sherpa_camsV42;PM25;Cardiff;UK_International;5;PPM;1.747369e-03;2.754061e-02;8.014726e-08;6.344700e+00;8.736844e-04;1.090099e+04
sherpa_camsV42;PM25;Cardiff;UK_International;5;SOx;2.323617e-05;3.662297e-04;5.245912e-08;6.344700e+00;1.161809e-05;2.214694e+02
sherpa_camsV42;PM25;Cardiff;UK_International;6;NH3;6.598626e-03;1.040022e-01;1.005799e-07;6.344700e+00;3.299313e-03;3.280292e+04
sherpa_camsV42;PM25;Cardiff;UK_International;6;NMVOC;-1.550381e-03;-2.443584e-02;-1.125389e-09;6.344700e+00;-7.751903e-04;6.888202e+05
sherpa_camsV42;PM25;Cardiff;UK_International;6;NOx;1.010071e-01;1.591992e+00;2.537926e-08;6.344700e+00;5.050356e-02;1.989954e+06
sherpa_camsV42;PM25;Cardiff;UK_International;6;PPM;1.517820e-02;2.392264e-01;8.281796e-08;6.344700e+00;7.589099e-03;9.163590e+04
sherpa_camsV42;PM25;Cardiff;UK_International;6;SOx;5.719574e-04;9.014728e-03;8.911676e-09;6.344700e+00;2.859787e-04;3.209034e+04
sherpa_camsV42;PM25;Cardiff;UK_International;7;NH3;0.000000e+00;0.000000e+00;0.000000e+00;6.344700e+00;0.000000e+00;1.175113e+00
sherpa_camsV42;PM25;Cardiff;UK_International;7;NMVOC;-2.244423e-04;-3.537477e-03;-7.039240e-09;6.344700e+00;-1.122212e-04;1.594223e+04
sherpa_camsV42;PM25;Cardiff;UK_International;7;NOx;2.110882e-01;3.327000e+00;6.067330e-08;6.344700e+00;1.055441e-01;1.739547e+06
sherpa_camsV42;PM25;Cardiff;UK_International;7;PPM;2.933196e-02;4.623065e-01;1.420405e-07;6.344700e+00;1.466598e-02;1.032521e+05
sherpa_camsV42;PM25;Cardiff;UK_International;7;SOx;1.611433e-01;2.539810e+00;7.753594e-08;6.344700e+00;8.057167e-02;1.039153e+06
sherpa_camsV42;PM25;Cardiff;UK_International;8;NH3;5.499280e-06;8.667518e-05;3.769264e-08;6.344700e+00;2.749640e-06;7.294899e+01
sherpa_camsV42;PM25;Cardiff;UK_International;8;NMVOC;-4.023805e-05;-6.341995e-04;-4.060854e-09;6.344700e+00;-2.011903e-05;4.954383e+03
sherpa_camsV42;PM25;Cardiff;UK_International;8;NOx;2.599699e-03;4.097434e-02;3.459716e-08;6.344700e+00;1.299849e-03;3.757098e+04
sherpa_camsV42;PM25;Cardiff;UK_International;8;PPM;1.487784e-04;2.344924e-03;6.566135e-08;6.344700e+00;7.438919e-05;1.132922e+03
sherpa_camsV42;PM25;Cardiff;UK_International;8;SOx;6.259849e-04;9.866265e-03;1.337595e-07;6.344700e+00;3.129925e-04;2.339964e+03
sherpa_camsV42;PM25;Cardiff;UK_International;9;NH3;4.208676e-05;6.633372e-04;1.462627e-08;6.344700e+00;2.104338e-05;1.438738e+03
sherpa_camsV42;PM25;Cardiff;UK_International;9;NMVOC;-7.216970e-04;-1.137480e-02;-3.129986e-09;6.344700e+00;-3.608485e-04;1.152876e+05
sherpa_camsV42;PM25;Cardiff;UK_International;9;NOx;2.331505e-02;3.674728e-01;2.549599e-08;6.344700e+00;1.165752e-02;4.572297e+05
sherpa_camsV42;PM25;Cardiff;UK_International;9;PPM;9.232257e-03;1.455113e-01;1.226322e-07;6.344700e+00;4.616128e-03;3.764207e+04
sherpa_camsV42;PM25;Cardiff;UK_International;9;SOx;3.950000e-04;6.225669e-03;1.948010e-08;6.344700e+00;1.975000e-04;1.013855e+04
sherpa_camsV42;PM25;Den Haag;Den Haag_City;10;NH3;1.240198e-03;1.326813e-02;8.301201e-05;9.347195e+00;6.200990e-04;7.469991e+00
sherpa_camsV42;PM25;Den Haag;Den Haag_City;10;NMVOC;5.581941e-05;5.971782e-04;1.972172e-06;9.347195e+00;2.790970e-05;1.415176e+01
sherpa_camsV42;PM25;Den Haag;Den Haag_City;10;NOx;4.323361e-05;4.625303e-04;1.818581e-05;9.347195e+00;2.161680e-05;1.188663e+00
sherpa_camsV42;PM25;Den Haag;Den Haag_City;10;PPM;4.504348e-03;4.818930e-02;3.886959e-04;9.347195e+00;2.252174e-03;5.794180e+00
sherpa_camsV42;PM25;Den Haag;Den Haag_City;10;SOx;3.012049e-05;3.222409e-04;4.303536e-05;9.347195e+00;1.506024e-05;3.499505e-01
sherpa_camsV42;PM25;Den Haag;Den Haag_City;11;NH3;1.516626e-03;1.622546e-02;4.695715e-05;9.347195e+00;7.583128e-04;1.614904e+01
sherpa_camsV42;PM25;Den Haag;Den Haag_City;11;NMVOC;0.000000e+00;0.000000e+00;nan;9.347195e+00;0.000000e+00;nan
sherpa_camsV42;PM25;Den Haag;Den Haag_City;11;NOx;0.000000e+00;0.000000e+00;nan;9.347195e+00;0.000000e+00;nan
sherpa_camsV42;PM25;Den Haag;Den Haag_City;11;PPM;2.157356e-05;2.308025e-04;1.482406e-04;9.347195e+00;1.078678e-05;7.276537e-02
sherpa_camsV42;PM25;Den Haag;Den Haag_City;11;SOx;0.000000e+00;0.000000e+00;nan;9.347195e+00;0.000000e+00;nan
sherpa_camsV42;PM25;Den Haag;Den Haag_City;12;NH3;8.951247e-03;9.576400e-02;6.681949e-05;9.347195e+00;4.475624e-03;6.698081e+01
sherpa_camsV42;PM25;Den Haag;Den Haag_City;12;NMVOC;8.443950e-05;9.033673e-04;1.699439e-06;9.347195e+00;4.221975e-05;2.484335e+01
